pokedex_number;name;german_name;generation;status;species;type_number;type_1;type_2;height_m;weight_kg;hp;attack;defense;sp_attack;sp_defense;speed;catch_rate;percentage_male;egg_cycles;against_normal;against_fire;against_water;against_electric;against_grass;against_ice;against_fight;against_poison;against_ground;against_flying;against_psychic;against_bug;against_rock;against_ghost;against_dragon;against_dark;against_steel;against_fairy
777;Togedemaru;Togedemaru;7;Normal;Roly-Poly;2;Electric;Steel;0.3;3.3;65;98;63;40;73;96;180;50.0;10;0.5;2;1;0.5;0.5;0.5;2;0;4;0.25;0.5;0.5;0.5;1;0.5;1;0.25;0.5
778;Mimikyu;Mimigma;7;Normal;Disguise;2;Ghost;Fairy;0.2;0.7;55;90;80;50;105;96;45;50.0;20;0;1;1;1;1;1;0;1;1;1;1;0.25;1;2;0;1;2;1
779;Bruxish;Knirfish;7;Normal;Gnash Teeth;2;Water;Psychic;0.9;19.0;68;105;70;70;70;92;80;50.0;15;1;0.5;0.5;2;2;0.5;0.5;1;1;1;0.5;2;1;2;1;2;0.5;1
780;Drampa;Sen-Long;7;Normal;Placid;2;Normal;Dragon;3.0;185.0;78;60;85;135;91;36;70;50.0;20;1;0.5;0.5;0.5;0.5;2;2;1;1;1;1;1;1;0;2;1;1;2
781;Dhelmise;Moruda;7;Normal;Sea Creeper;2;Ghost;Grass;3.9;210.0;70;131;100;86;90;40;25;;25;0;2;0.5;0.5;0.5;2;0;1;0.5;2;1;1;1;2;1;2;1;1
782;Jangmo-o;Miniras;7;Normal;Scaly;1;Dragon;;0.6;29.7;45;55;65;45;45;45;45;50.0;40;1;0.5;0.5;0.5;0.5;2;1;1;1;1;1;1;1;1;2;1;1;2
783;Hakamo-o;Mediras;7;Normal;Scaly;2;Dragon;Fighting;1.2;47.0;55;75;90;65;70;65;45;50.0;40;1;0.5;0.5;0.5;0.5;2;1;1;1;2;2;0.5;0.5;1;2;0.5;1;4
784;Kommo-o;Grandiras;7;Normal;Scaly;2;Dragon;Fighting;1.6;78.2;75;110;125;100;105;85;45;50.0;40;1;0.5;0.5;0.5;0.5;2;1;1;1;2;2;0.5;0.5;1;2;0.5;1;4
785;Tapu Koko;Kapu-Riki;7;Sub Legendary;Land Spirit;2;Electric;Fairy;1.8;20.5;70;115;85;95;75;130;3;;15;1;1;1;0.5;1;1;0.5;2;2;0.5;1;0.5;1;1;0;0.5;1;1
786;Tapu Lele;Kapu-Fala;7;Sub Legendary;Land Spirit;2;Psychic;Fairy;1.2;18.6;70;85;75;130;115;95;3;;15;1;1;1;1;1;1;0.25;2;1;1;0.5;1;1;2;0;1;2;1
787;Tapu Bulu;Kapu-Toro;7;Sub Legendary;Land Spirit;2;Grass;Fairy;1.9;45.5;70;130;115;85;95;75;3;;15;1;2;0.5;0.5;0.5;2;0.5;4;0.5;2;1;1;1;1;0;0.5;2;1
788;Tapu Fini;Kapu-Kime;7;Sub Legendary;Land Spirit;2;Water;Fairy;1.3;21.2;70;75;115;95;130;85;3;;15;1;0.5;0.5;2;2;0.5;0.5;2;1;1;1;0.5;1;1;0;0.5;1;1
789;Cosmog;Cosmog;7;Legendary;Nebula;1;Psychic;;0.2;0.1;43;29;31;29;31;37;45;;120;1;1;1;1;1;1;0.5;1;1;1;0.5;2;1;2;1;2;1;1
790;Cosmoem;Cosmovum;7;Legendary;Protostar;1;Psychic;;0.1;999.9;43;29;131;29;131;37;45;;120;1;1;1;1;1;1;0.5;1;1;1;0.5;2;1;2;1;2;1;1
791;Solgaleo;Solgaleo;7;Legendary;Sunne;2;Psychic;Steel;3.4;230.0;137;137;107;113;89;97;45;;120;0.5;2;1;1;0.5;0.5;1;0;2;0.5;0.25;1;0.5;2;0.5;2;0.5;0.5
792;Lunala;Lunala;7;Legendary;Moone;2;Psychic;Ghost;4.0;120.0;137;113;89;137;107;97;45;;120;0;1;1;1;1;1;0;0.5;1;1;0.5;1;1;4;1;4;1;1
793;Nihilego;Anego;7;Sub Legendary;Parasite;2;Rock;Poison;1.2;55.5;109;53;47;127;131;103;45;;120;0.5;0.5;2;1;1;1;1;0.25;4;0.5;2;0.5;1;1;1;1;2;0.5
794;Buzzwole;Masskito;7;Sub Legendary;Swollen;2;Bug;Fighting;2.4;333.6;107;139;139;53;53;79;45;;120;1;2;1;1;0.5;1;0.5;1;0.5;4;2;0.5;1;1;1;0.5;1;2
795;Pheromosa;Schabelle;7;Sub Legendary;Lissome;2;Bug;Fighting;1.8;25.0;71;137;37;137;37;151;45;;120;1;2;1;1;0.5;1;0.5;1;0.5;4;2;0.5;1;1;1;0.5;1;2
796;Xurkitree;Voltriant;7;Sub Legendary;Glowing;1;Electric;;3.8;100.0;83;89;71;173;71;83;45;;120;1;1;1;0.5;1;1;1;1;2;0.5;1;1;1;1;1;1;0.5;1
797;Celesteela;Kaguron;7;Sub Legendary;Launch;2;Steel;Flying;9.2;999.9;97;101;103;107;101;61;45;;120;0.5;2;1;2;0.25;1;1;0;0;0.5;0.5;0.25;1;1;0.5;1;0.5;0.5
798;Kartana;Katagami;7;Sub Legendary;Drawn Sword;2;Grass;Steel;0.3;0.1;59;181;131;59;31;109;45;;120;0.5;4;0.5;0.5;0.25;1;2;0;1;1;0.5;1;0.5;1;0.5;1;0.5;0.5
799;Guzzlord;Schlingking;7;Sub Legendary;Junkivore;2;Dark;Dragon;5.5;888.0;223;101;53;97;53;43;45;;120;1;0.5;0.5;0.5;0.5;2;2;1;1;1;0;2;1;0.5;2;0.5;1;4
800;Necrozma;Necrozma;7;Legendary;Prism;1;Psychic;;2.4;230.0;97;107;101;127;89;79;255;;120;1;1;1;1;1;1;0.5;1;1;1;0.5;1.5;1;1.5;1;1.5;1;1
800;Dusk Mane Necrozma;Necrozma;7;Legendary;Prism;2;Psychic;Steel;3.8;460.0;97;157;127;113;109;77;3;;120;0.5;1.5;1;1;0.5;0.5;1;0;1.5;0.5;0.25;1;0.5;1.5;0.5;1.5;0.5;0.5
800;Dawn Wings Necrozma;Necrozma;7;Legendary;Prism;2;Psychic;Ghost;4.2;350.0;97;113;109;157;127;77;3;;120;0;1;1;1;1;1;0;0.5;1;1;0.5;1;1;3;1;3;1;1
800;Ultra Necrozma;Necrozma;7;Legendary;Prism;2;Psychic;Dragon;7.5;230.0;97;167;97;167;97;129;3;;120;1;0.5;0.5;0.5;0.5;2;0.5;1;1;1;0.5;2;1;2;2;2;1;2
801;Magearna;Magearna;7;Mythical;Artificial;2;Steel;Fairy;1.0;80.5;80;95;115;130;115;65;3;;120;0.5;2;1;1;0.5;0.5;1;0;2;0.5;0.5;0.25;0.5;1;0;0.5;1;0.5
802;Marshadow;Marshadow;7;Mythical;Gloomdweller;2;Fighting;Ghost;0.7;22.2;90;125;80;90;90;125;3;;120;0;1;1;1;1;1;0;0.5;1;2;2;0.25;0.5;2;1;1;1;2
803;Poipole;Venicro;7;Sub Legendary;Poison Pin;1;Poison;;0.6;1.8;67;73;67;73;67;73;45;;120;1;1;1;1;0.5;1;0.5;0.5;2;1;2;0.5;1;1;1;1;1;0.5
804;Naganadel;Agoyon;7;Sub Legendary;Poison Pin;2;Poison;Dragon;3.6;150.0;73;73;73;127;73;121;45;;120;1;0.5;0.5;0.5;0.25;2;0.5;0.5;2;1;2;0.5;1;1;2;1;1;1
805;Stakataka;Muramura;7;Sub Legendary;Rampart;2;Rock;Steel;5.5;820.0;61;131;211;53;101;13;30;;120;0.25;1;2;1;1;0.5;4;0;4;0.25;0.5;0.5;0.5;1;0.5;1;1;0.5
806;Blacephalon;Kopplosio;7;Sub Legendary;Fireworks;2;Fire;Ghost;1.8;13.0;53;127;53;151;79;107;30;;120;0;0.5;2;1;0.5;0.5;0;0.5;2;1;1;0.25;2;2;1;2;0.5;0.5
807;Zeraora;Zeraora;7;Mythical;Thunderclap;1;Electric;;1.5;44.5;88;112;75;102;80;143;3;;120;1;1;1;0;1;1;1;1;2;0.5;1;1;1;1;1;1;0.5;1
808;Meltan;;7;Mythical;Hex Nut;1;Steel;;0.2;8.0;46;65;65;55;35;34;;;120;0.5;2;1;1;0.5;0.5;2;0;2;0.5;0.5;0.5;0.5;1;0.5;1;0.5;0.5
809;Melmetal;;7;Mythical;Hex Nut;1;Steel;;2.5;800.0;135;143;143;80;65;34;;;120;0.5;2;1;1;0.5;0.5;2;0;2;0.5;0.5;0.5;0.5;1;0.5;1;0.5;0.5
810;Grookey;;8;Normal;Chimp;1;Grass;;0.3;5.0;50;65;50;40;40;65;;;20;1;2;0.5;0.5;0.5;2;1;2;0.5;2;1;2;1;1;1;1;1;1
811;Thwackey;;8;Normal;Beat;1;Grass;;0.7;14.0;70;85;70;55;60;80;;;20;1;2;0.5;0.5;0.5;2;1;2;0.5;2;1;2;1;1;1;1;1;1
812;Rillaboom;;8;Normal;Drummer;1;Grass;;2.1;90.0;100;125;90;60;70;85;;;20;1;2;0.5;0.5;0.5;2;1;2;0.5;2;1;2;1;1;1;1;1;1
813;Scorbunny;;8;Normal;Rabbit;1;Fire;;0.3;4.5;50;71;40;40;40;69;;;20;1;0.5;2;1;0.5;0.5;1;1;2;1;1;0.5;2;1;1;1;0.5;0.5
814;Raboot;;8;Normal;Rabbit;1;Fire;;0.6;9.0;65;86;60;55;60;94;;;20;1;0.5;2;1;0.5;0.5;1;1;2;1;1;0.5;2;1;1;1;0.5;0.5
815;Cinderace;;8;Normal;Striker;1;Fire;;1.4;33.0;80;116;75;65;75;119;;;20;1;0.5;2;1;0.5;0.5;1;1;2;1;1;0.5;2;1;1;1;0.5;0.5
816;Sobble;;8;Normal;Water Lizard;1;Water;;0.3;4.0;50;40;40;70;40;70;;;20;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
817;Drizzile;;8;Normal;Water lizard;1;Water;;0.7;11.5;65;60;55;95;55;90;;;20;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
818;Inteleon;;8;Normal;Secret Agent;1;Water;;1.9;45.2;70;85;65;125;65;120;;;20;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
819;Skwovet;;8;Normal;Cheeky;1;Normal;;0.3;2.5;70;55;55;35;35;25;;;20;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
820;Greedent;;8;Normal;Greedy;1;Normal;;0.6;6.0;120;95;95;55;75;20;;;20;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
821;Rookidee;;8;Normal;Tiny Bird;1;Flying;;0.2;1.8;38;47;35;33;35;57;;;15;1;1;1;2;0.5;2;0.5;1;0;1;1;0.5;2;1;1;1;1;1
822;Corvisquire;;8;Normal;Raven;1;Flying;;0.8;16.0;68;67;55;43;55;77;;;15;1;1;1;2;0.5;2;0.5;1;0;1;1;0.5;2;1;1;1;1;1
823;Corviknight;;8;Normal;Raven;2;Flying;Steel;2.2;75.0;98;87;105;53;85;67;;;15;0.5;2;1;2;0.25;1;1;0;0;0.5;0.5;0.25;1;1;0.5;1;0.5;0.5
824;Blipbug;;8;Normal;Larva;1;Bug;;0.4;8.0;25;20;20;25;45;45;;;15;1;2;1;1;0.5;1;0.5;1;0.5;2;1;1;2;1;1;1;1;1
825;Dottler;;8;Normal;Radome;2;Bug;Psychic;0.4;19.5;50;35;80;50;90;30;;;15;1;2;1;1;0.5;1;0.25;1;0.5;2;0.5;2;2;2;1;2;1;1
826;Orbeetle;;8;Normal;Seven Spot;2;Bug;Psychic;0.4;40.8;60;45;110;80;120;90;;;15;1;2;1;1;0.5;1;0.25;1;0.5;2;0.5;2;2;2;1;2;1;1
827;Nickit;;8;Normal;Fox;1;Dark;;0.6;8.9;40;28;28;47;52;50;;;15;1;1;1;1;1;1;2;1;1;1;0;2;1;0.5;1;0.5;1;2
828;Thievul;;8;Normal;Fox;1;Dark;;1.2;19.9;70;58;58;87;92;90;;;15;1;1;1;1;1;1;2;1;1;1;0;2;1;0.5;1;0.5;1;2
829;Gossifleur;;8;Normal;Flowering;1;Grass;;0.4;2.2;40;40;60;40;60;10;;;20;1;2;0.5;0.5;0.5;2;1;2;0.5;2;1;2;1;1;1;1;1;1
830;Eldegoss;;8;Normal;Cotton Bloom;1;Grass;;0.5;2.5;60;50;90;80;120;60;;;20;1;2;0.5;0.5;0.5;2;1;2;0.5;2;1;2;1;1;1;1;1;1
831;Wooloo;;8;Normal;Sheep;1;Normal;;0.6;6.0;42;40;55;40;45;48;;;15;1;2;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
832;Dubwool;;8;Normal;Sheep;1;Normal;;1.3;43.0;72;80;100;60;90;88;;;15;1;2;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
833;Chewtle;;8;Normal;Snapping;1;Water;;0.3;8.5;50;64;50;38;38;44;;;20;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
834;Drednaw;;8;Normal;Bite;2;Water;Rock;1.0;115.5;90;115;90;48;68;74;;;20;0.5;0.25;1;2;4;0.5;2;0.5;2;0.5;1;1;1;1;1;1;1;1
835;Yamper;;8;Normal;Puppy;1;Electric;;0.3;13.5;59;45;50;40;50;26;;;20;1;1;1;0.5;1;1;1;1;2;0.5;1;1;1;1;1;1;0.5;1
836;Boltund;;8;Normal;Dog;1;Electric;;1.0;34.0;69;90;60;90;60;121;;;20;1;1;1;0.5;1;1;1;1;2;0.5;1;1;1;1;1;1;0.5;1
837;Rolycoly;;8;Normal;Coal;1;Rock;;0.3;12.0;30;40;50;40;50;30;;;15;0.5;0.5;2;1;2;1;2;0.5;2;0.5;1;1;1;1;1;1;2;1
838;Carkol;;8;Normal;Coal;2;Rock;Fire;1.1;78.0;80;60;90;60;70;50;;;15;0.5;0.25;4;1;1;0.5;2;0.5;4;0.5;1;0.5;2;1;1;1;1;0.5
839;Coalossal;;8;Normal;Coal;2;Rock;Fire;2.8;310.5;110;80;120;80;90;30;;;15;0.5;0.25;4;1;1;0.5;2;0.5;4;0.5;1;0.5;2;1;1;1;1;0.5
840;Applin;;8;Normal;Apple Core;2;Grass;Dragon;0.2;0.5;40;40;80;40;40;20;;;20;1;1;0.25;0.25;0.25;4;1;2;0.5;2;1;2;1;1;2;1;1;2
841;Flapple;;8;Normal;Apple Wing;2;Grass;Dragon;0.3;1.0;70;110;80;95;60;70;;;20;1;1;0.25;0.25;0.25;4;1;2;0.5;2;1;2;1;1;2;1;1;2
842;Appletun;;8;Normal;Apple Nectar;2;Grass;Dragon;0.4;13.0;110;85;80;100;80;30;;;20;1;1;0.25;0.25;0.25;4;1;2;0.5;2;1;2;1;1;2;1;1;2
843;Silicobra;;8;Normal;Sand Snake;1;Ground;;2.2;7.6;52;57;75;35;50;46;;;20;1;1;2;0;2;2;1;0.5;1;1;1;1;0.5;1;1;1;1;1
844;Sandaconda;;8;Normal;Sand Snake;1;Ground;;3.8;65.5;72;107;125;65;70;71;;;20;1;1;2;0;2;2;1;0.5;1;1;1;1;0.5;1;1;1;1;1
845;Cramorant;;8;Normal;Gulp;2;Flying;Water;0.8;18.0;70;85;55;85;95;85;;;20;1;0.5;0.5;4;1;1;0.5;1;0;1;1;0.5;2;1;1;1;0.5;1
846;Arrokuda;;8;Normal;Rush;1;Water;;0.5;1.0;41;63;40;40;30;66;;;20;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
847;Barraskewda;;8;Normal;Skewer;1;Water;;1.3;30.0;61;123;60;60;50;136;;;20;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
848;Toxel;;8;Normal;Baby;2;Electric;Poison;0.4;11.0;40;38;35;54;35;40;;;25;1;1;1;0.5;0.5;1;0.5;0.5;4;0.5;2;0.5;1;1;1;1;0.5;0.5
849;Toxtricity Low Key Form;;8;Normal;Punk;2;Electric;Poison;1.6;40.0;75;98;70;114;70;75;;;25;1;1;1;0.5;0.5;1;0.5;0.5;4;0.5;2;0.5;1;1;1;1;0.5;0.5
849;Toxtricity Amped Form;;8;Normal;Punk;2;Electric;Poison;1.6;40.0;75;98;70;114;70;75;;;25;1;1;1;0.5;0.5;1;0.5;0.5;4;0.5;2;0.5;1;1;1;1;0.5;0.5
850;Sizzlipede;;8;Normal;Radiator;2;Fire;Bug;0.7;1.0;50;65;45;50;50;45;;;20;1;0;2;1;0.25;0.5;0.5;1;1;2;1;0.5;4;1;1;1;0.5;0.5
851;Centiskorch;;8;Normal;Radiator;2;Fire;Bug;3.0;120.0;100;115;65;90;90;65;;;20;1;0;2;1;0.25;0.5;0.5;1;1;2;1;0.5;4;1;1;1;0.5;0.5
852;Clobbopus;;8;Normal;Tantrum;1;Fighting;;0.6;4.0;50;68;60;50;50;32;;;25;1;1;1;1;1;1;1;1;1;2;2;0.5;0.5;1;1;0.5;1;2
853;Grapploct;;8;Normal;Tantrum;1;Fighting;;1.6;39.0;80;118;90;70;80;42;;;25;1;1;1;1;1;1;1;1;1;2;2;0.5;0.5;1;1;0.5;1;2
854;Sinistea;;8;Normal;Black Tea;1;Ghost;;0.1;0.2;40;45;45;74;54;50;;;20;0;1;1;1;1;1;0;0.5;1;1;1;0.5;1;2;1;2;1;1
855;Polteageist;;8;Normal;Black Tea;1;Ghost;;0.2;0.4;60;65;65;134;114;70;;;20;0;1;1;1;1;1;0;0.5;1;1;1;0.5;1;2;1;2;1;1
856;Hatenna;;8;Normal;Calm;1;Psychic;;0.4;3.4;42;30;45;56;53;39;;;20;1;1;1;1;1;1;0.5;1;1;1;0.5;2;1;2;1;2;1;1
857;Hattrem;;8;Normal;Serene;1;Psychic;;0.6;4.8;57;40;65;86;73;49;;;20;1;1;1;1;1;1;0.5;1;1;1;0.5;2;1;2;1;2;1;1
858;Hatterene;;8;Normal;Silent;2;Psychic;Fairy;2.1;5.0;57;90;95;136;103;29;;;20;1;1;1;1;1;1;0.25;2;1;1;0.5;1;1;2;0;1;2;1
859;Impidimp;;8;Normal;Wily;2;Dark;Fairy;0.4;5.5;45;45;30;55;40;50;;;20;1;1;1;1;1;1;1;2;1;1;0;1;1;0.5;0;0.25;2;2
860;Morgrem;;8;Normal;Devious;2;Dark;Fairy;0.8;12.5;65;60;45;75;55;70;;;20;1;1;1;1;1;1;1;2;1;1;0;1;1;0.5;0;0.25;2;2
861;Grimmsnarl;;8;Normal;Bulk Up;2;Dark;Fairy;1.5;61.0;95;120;65;95;75;60;;;20;1;1;1;1;1;1;1;2;1;1;0;1;1;0.5;0;0.25;2;2
862;Obstagoon;;8;Normal;Blocking;2;Dark;Normal;1.6;46.0;93;90;101;60;81;95;;;15;1;1;1;1;1;1;4;1;1;1;0;2;1;0;1;0.5;1;2
863;Perrserker;;8;Normal;Viking;1;Steel;;0.8;28.0;70;110;100;50;60;50;;;20;0.5;2;1;1;0.5;0.5;2;0;2;0.5;0.5;0.5;0.5;1;0.5;1;0.5;0.5
864;Cursola;;8;Normal;Coral;1;Ghost;;1.0;0.4;60;95;50;145;130;30;;;20;0;1;1;1;1;1;0;0.5;1;1;1;0.5;1;2;1;2;1;1
865;Sirfetch'd;;8;Normal;Wild Duck;1;Fighting;;0.8;117.0;62;135;95;68;82;65;;;20;1;1;1;1;1;1;1;1;1;2;2;0.5;0.5;1;1;0.5;1;2
866;Mr. Rime;;8;Normal;Comedian;2;Psychic;Ice;1.5;58.2;80;85;75;110;100;70;;;25;1;2;1;1;1;0.5;1;1;1;1;0.5;2;2;2;1;2;2;1
867;Runerigus;;8;Normal;Grudge;2;Ground;Ghost;1.6;66.6;58;95;145;50;105;30;;;25;0;1;2;0;2;2;0;0.25;1;1;1;0.5;0.5;2;1;2;1;1
868;Milcery;;8;Normal;Cream;1;Fairy;;0.2;0.3;45;40;40;50;61;34;;;20;1;1;1;1;1;1;0.5;2;1;1;1;0.5;1;1;0;0.5;2;1
869;Alcremie;;8;Normal;Cream;1;Fairy;;0.3;0.5;65;60;75;110;121;64;;;20;1;1;1;1;1;1;0.5;2;1;1;1;0.5;1;1;0;0.5;2;1
870;Falinks;;8;Normal;Formation;1;Fighting;;3.0;62.0;65;100;100;70;60;75;;;25;1;1;1;1;1;1;1;1;1;2;2;0.5;0.5;1;1;0.5;1;2
871;Pincurchin;;8;Normal;Sea Urchin;1;Electric;;0.3;1.0;48;101;95;91;85;15;;;20;1;1;1;0;1;1;1;1;2;0.5;1;1;1;1;1;1;0.5;1
872;Snom;;8;Normal;Worm;2;Ice;Bug;0.3;3.8;30;25;35;45;30;20;;;20;1;4;1;1;0.5;0.5;1;1;0.5;2;1;1;4;1;1;1;2;1
873;Frosmoth;;8;Normal;Frost Moth;2;Ice;Bug;1.3;42.0;70;65;60;125;90;65;;;20;1;4;1;1;0.5;0.5;1;1;0.5;2;1;1;4;1;1;1;2;1
874;Stonjourner;;8;Normal;Big Rock;1;Rock;;2.5;520.0;100;125;135;20;20;70;;;25;0.5;0.5;2;1;2;1;2;0.5;2;0.5;1;1;1;1;1;1;2;1
875;Eiscue Ice Face;;8;Normal;Penguin;1;Ice;;1.4;89.0;75;80;110;65;90;50;;;25;1;2;1;1;1;0.5;2;1;1;1;1;1;2;1;1;1;2;1
875;Eiscue Noice Face;;8;Normal;Penguin;1;Ice;;1.4;89.0;75;80;70;65;50;130;;;25;1;2;1;1;1;0.5;2;1;1;1;1;1;2;1;1;1;2;1
876;Indeedee Male;;8;Normal;Emotion;2;Psychic;Normal;0.9;28.0;60;65;55;105;95;95;;;40;1;1;1;1;1;1;1;1;1;1;0.5;2;1;0;1;2;1;1
876;Indeedee Female;;8;Normal;Emotion;2;Psychic;Normal;0.9;28.0;70;55;65;95;105;85;;;40;1;1;1;1;1;1;1;1;1;1;0.5;2;1;0;1;2;1;1
877;Morpeko Full Belly Mode;;8;Normal;Two-Sided;2;Electric;Dark;0.3;3.0;58;95;58;70;58;97;;;10;1;1;1;0.5;1;1;2;1;2;0.5;0;2;1;0.5;1;0.5;0.5;2
877;Morpeko Hangry Mode;;8;Normal;Two-Sided;2;Electric;Dark;0.3;3.0;58;95;58;70;58;97;;;10;1;1;1;0.5;1;1;2;1;2;0.5;0;2;1;0.5;1;0.5;0.5;2
878;Cufant;;8;Normal;Copperderm;1;Steel;;1.2;100.0;72;80;49;40;49;40;;;25;0.5;2;1;1;0.5;0.5;2;0;2;0.5;0.5;0.5;0.5;1;0.5;1;0.5;0.5
879;Copperajah;;8;Normal;Copperderm;1;Steel;;3.0;650.0;122;130;69;80;69;30;;;25;0.5;2;1;1;0.5;0.5;2;0;2;0.5;0.5;0.5;0.5;1;0.5;1;0.5;0.5
880;Dracozolt;;8;Normal;Fossil;2;Electric;Dragon;1.8;190.0;90;100;90;80;70;75;;;35;1;0.5;0.5;0;0.5;2;1;1;2;0.5;1;1;1;1;2;1;0.5;2
881;Arctozolt;;8;Normal;Fossil;2;Electric;Ice;2.3;150.0;90;100;90;90;80;55;;;35;1;2;1;0;1;0.5;2;1;2;0.5;1;1;2;1;1;1;1;1
882;Dracovish;;8;Normal;Fossil;2;Water;Dragon;2.3;215.0;90;90;100;70;80;75;;;35;1;0.25;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0.5;2
883;Arctovish;;8;Normal;Fossil;2;Water;Ice;2.0;175.0;90;90;100;80;90;55;;;35;1;1;0;2;2;0.25;2;1;1;1;1;1;2;1;1;1;1;1
884;Duraludon;;8;Normal;Alloy;2;Steel;Dragon;1.8;40.0;70;95;115;120;50;85;;;30;0.5;1;0.5;0.5;0.25;1;2;0;2;0.5;0.5;0.5;0.5;1;1;1;0.5;1
885;Dreepy;;8;Normal;Lingering;2;Dragon;Ghost;0.5;2.0;28;60;30;40;30;82;;;40;0;0.5;0.5;0.5;0.5;2;0;0.5;1;1;1;0.5;1;2;2;2;1;2
886;Drakloak;;8;Normal;Caretaker;2;Dragon;Ghost;1.4;11.0;68;80;50;60;50;102;;;40;0;0.5;0.5;0.5;0.5;2;0;0.5;1;1;1;0.5;1;2;2;2;1;2
887;Dragapult;;8;Normal;Stealth;2;Dragon;Ghost;3.0;50.0;88;120;75;100;75;142;;;40;0;0.5;0.5;0.5;0.5;2;0;0.5;1;1;1;0.5;1;2;2;2;1;2
888;Zacian Crowned Sword;;8;Legendary;Warrior;2;Fairy;Steel;2.8;355.0;92;170;115;80;115;148;;;120;0.5;2;1;1;0.5;0.5;1;0;2;0.5;0.5;0.25;0.5;1;0;0.5;1;0.5
888;Zacian Hero of Many Battles;;8;Legendary;Warrior;1;Fairy;;2.8;110.0;92;130;115;80;115;138;;;120;1;1;1;1;1;1;0.5;2;1;1;1;0.5;1;1;0;0.5;2;1
889;Zamazenta Crowned Shield;;8;Legendary;Warrior;2;Fighting;Steel;2.9;785.0;92;130;145;80;145;128;;;120;0.5;2;1;1;0.5;0.5;2;0;2;1;1;0.25;0.25;1;0.5;0.5;0.5;1
889;Zamazenta Hero of Many Battles;;8;Legendary;Warrior;1;Fighting;;2.9;210.0;92;130;115;80;115;138;;;120;1;1;1;1;1;1;1;1;1;2;2;0.5;0.5;1;1;0.5;1;2
890;Eternatus;;8;Legendary;Gigantic;2;Poison;Dragon;20.0;950.0;140;85;95;145;95;130;;;120;1;0.5;0.5;0.5;0.25;2;0.5;0.5;2;1;2;0.5;1;1;2;1;1;1
890;Eternatus Eternamax;;8;Legendary;Gigantic;2;Poison;Dragon;100.0;;255;115;250;125;250;130;;;120;1;0.5;0.5;0.5;0.25;2;0.5;0.5;2;1;2;0.5;1;1;2;1;1;1
